model_name,condition,n_examples,execution_accuracy,executable_query_rate,exact_match_accuracy,median_generation_latency_sec,mean_generation_latency_sec,p95_generation_latency_sec,mean_prompt_input_chars,mean_schema_context_chars,mean_schema_compression_ratio,gold_table_recall,gold_column_recall,pruning_failure_rate,mean_model_load_gpu_reserved_delta_mb,mean_runtime_gpu_peak_delta_mb,mean_runtime_cpu_delta_mb,repair_attempt_rate,mean_repair_latency_sec
Qwen3-1.7B,C,1029,0.3129251700680272,0.8532555879494655,0.09620991253644315,2.6087363839978934,3.3420557646462137,7.222582298002067,1462.584062196307,1202.7677356656948,2.192369750854492,0.9786200194363459,0.7852283770651117,0.22157434402332363,2754.0,0.0,-0.0009566326530612245,0.0,0.0
Qwen3-1.7B,D,1029,0.31681243926141883,0.8794946550048591,0.09620991253644315,2.61055381800179,3.3398631967550236,7.169014949800466,1462.584062196307,1202.7677356656948,2.192369750854492,0.9786200194363459,0.7852283770651117,0.22157434402332363,2754.0,0.0,0.0,0.1467444120505345,0.7886679755597606
Qwen3-4B-Instruct-2507,A,1032,0.45058139534883723,0.9660852713178295,0.07461240310077519,4.053563947501971,4.496329475753125,8.244583939798753,842.9040697674419,583.1036821705426,1.0,1.0,0.7936046511627907,0.0,2228.0,0.05442916515261628,0.0009576368701550387,0.0,0.0
Qwen3-4B-Instruct-2507,B,1032,0.45058139534883723,0.9622093023255814,0.07848837209302326,4.00105212050039,4.353633422329328,7.9633746290965055,752.3507751937984,492.5503875968992,0.8874204803430457,0.9786821705426356,0.7858527131782945,0.22093023255813954,2228.0,0.0,3.785125968992248e-06,0.0,0.0
Qwen3-4B-Instruct-2507,C,1032,0.47189922480620156,0.9728682170542635,0.09593023255813954,4.863340990501456,5.234812534095923,9.752244570496986,1461.8953488372092,1202.09496124031,2.1917209039878234,0.9786821705426356,0.7858527131782945,0.22093023255813954,2228.0,0.4219242066375969,0.0,0.0,0.0
Qwen3-4B-Instruct-2507,D,1032,0.4738372093023256,0.9815891472868217,0.09593023255813954,4.853953877503955,5.236577645080467,9.73792774659705,1461.8953488372092,1202.09496124031,2.1917209039878234,0.9786821705426356,0.7858527131782945,0.22093023255813954,2228.0,0.0,-0.00014761991279069767,0.027131782945736434,0.19989025704456767
SmolLM3-3B,A,1034,0.10638297872340426,0.33849129593810445,0.0551257253384913,21.702241557499292,17.140869000550225,23.233872822899137,845.5328820116055,585.5812379110251,1.0,1.0,0.7940038684719536,0.0,1590.0,0.055818480264748546,0.0008311170212765958,0.0,0.0
SmolLM3-3B,B,1034,0.11798839458413926,0.3607350096711799,0.05609284332688588,21.673369455500506,16.6873607621731,23.17221100120032,754.7582205029014,494.80657640232107,0.8874255112499787,0.9787234042553191,0.7862669245647969,0.2205029013539652,1590.0,0.0,0.0010464518858800773,0.0,0.0
SmolLM3-3B,C,1032,0.10077519379844961,0.26647286821705424,0.04844961240310078,22.326984597497358,19.67016773400966,24.983059366901216,1464.5048449612402,1204.5794573643411,2.189281738993444,0.9786821705426356,0.7858527131782945,0.22093023255813954,1590.0,0.23841846081637597,0.0012528766957364342,0.0,0.0
SmolLM3-3B,D,1032,0.12403100775193798,0.3507751937984496,0.0562015503875969,22.31162961350128,19.674227240319897,24.865607315049782,1464.5048449612402,1204.5794573643411,2.189281738993444,0.9786821705426356,0.7858527131782945,0.22093023255813954,1590.0,0.0,0.001143108042635659,0.7335271317829457,15.65029168253095
